지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),지면온도(°C)
108,2019.8.10 21:00,32.3,,1.8,110,46,995.5,29.6
108,2019.8.10 22:00,31.3,,2,110,47,996.1,28.7
108,2019.8.10 23:00,30.6,,2.9,140,48,996.2,27.8
108,2019.8.11 0:00,29.7,,1.4,90,50,996.2,27.2
108,2019.8.11 1:00,28.9,,1.9,90,63,996,26.8
108,2019.8.11 2:00,28.2,,1.6,90,63,995.5,26.4
108,2019.8.11 3:00,27.5,,2.1,70,62,995.4,25.9
108,2019.8.11 4:00,27,,2.2,90,61,994.8,25.6
108,2019.8.11 5:00,26.7,,1.4,90,61,994.6,25.2
108,2019.8.11 6:00,26.3,,1.6,90,62,994.7,24.9
108,2019.8.11 7:00,26.6,,1.3,90,62,994.4,25.4
108,2019.8.11 8:00,28.3,,2.3,90,55,994.4,27.2
108,2019.8.11 9:00,30,,2.2,90,52,993.9,30.9
108,2019.8.11 10:00,31.4,,2.4,90,49,993.5,36.2
108,2019.8.11 11:00,31.3,,3.1,90,51,993.1,35.1
108,2019.8.11 12:00,33.5,,3.3,110,46,992.2,46.7
108,2019.8.11 13:00,34.6,,3.8,90,40,991.4,49.7
108,2019.8.11 14:00,35.2,,2.8,110,38,990.7,50.5
108,2019.8.11 15:00,35.1,,4,140,37,990.3,46.9
108,2019.8.11 16:00,35.4,,3.7,110,37,989.6,48
108,2019.8.11 17:00,34.6,,2,140,39,989.7,39.6
108,2019.8.11 18:00,33.4,0,2.9,110,40,990.1,34
108,2019.8.11 19:00,32.3,0,3.6,110,43,989.6,30
108,2019.8.11 20:00,31.5,0,2.3,90,46,989.9,28.2
108,2019.8.11 21:00,31.3,0,2.9,90,46,990.3,29
108,2019.8.11 22:00,30.9,,2.6,90,47,990.7,29.1
108,2019.8.11 23:00,27.2,3.4,2.2,70,82,990.5,26.5
108,2019.8.12 0:00,26.4,3.3,1.7,90,84,990.5,26.1
108,2019.8.12 1:00,25.3,12.3,2,70,95,990.3,25
108,2019.8.12 2:00,24.8,3,2.1,90,95,989.3,25.1
108,2019.8.12 3:00,25,0.1,1.5,110,94,989,25.4
108,2019.8.12 4:00,25.4,0.2,1.7,90,87,988.8,25.5
108,2019.8.12 5:00,26.1,0,1.2,110,80,989.1,25.7
108,2019.8.12 6:00,26,3.2,0.8,110,87,989.7,25.6
108,2019.8.12 7:00,25.6,6.5,0.7,90,96,990.7,25.5
108,2019.8.12 8:00,25.5,3.2,0.7,70,96,990.7,25.8
108,2019.8.12 9:00,25.5,8.6,1.2,90,97,990.7,25.9
108,2019.8.12 10:00,25.8,2.4,1.4,110,96,990.9,26.2
108,2019.8.12 11:00,26.2,3.4,0.8,110,95,991.2,27.4
108,2019.8.12 12:00,26.7,0,1.4,110,90,990.8,28.2
108,2019.8.12 13:00,27.4,0.1,1.6,140,84,990.9,28.4
108,2019.8.12 14:00,27.3,0.9,1.3,140,91,990.7,28.6
108,2019.8.12 15:00,27.3,2.4,0.9,50,95,990.9,28.5
108,2019.8.12 16:00,27.8,2.1,0.9,70,95,990.5,29.6
108,2019.8.12 17:00,28.4,0.1,2,110,84,990.7,30.2
108,2019.8.12 18:00,28.3,0,1.4,70,87,990.6,29.8
108,2019.8.12 19:00,27.8,,1,70,87,991,28.5
108,2019.8.12 20:00,27.4,,1.5,70,89,991.6,27.4
108,2019.8.12 21:00,27.2,0,1.2,70,88,991.9,27.2
108,2019.8.12 22:00,26.9,6.7,0.9,50,96,992.2,26.8
108,2019.8.12 23:00,26.6,1,0.8,70,96,992.2,26.5
108,2019.8.13 0:00,26.4,,1,70,96,992.2,26.1
108,2019.8.13 1:00,26.2,,1,50,95,992.1,25.9
108,2019.8.13 2:00,26.1,,1,70,94,992,25.8
108,2019.8.13 3:00,26.1,,0.8,90,93,992,26
108,2019.8.13 4:00,26.1,,0.6,50,92,992,26.1
108,2019.8.13 5:00,26,,1.5,270,94,992.6,26
108,2019.8.13 6:00,25.5,,1.9,270,95,993.1,25.8
108,2019.8.13 7:00,25.1,,2,290,93,993.6,25.7
108,2019.8.13 8:00,25.8,,1.2,320,80,993.6,27.6
108,2019.8.13 9:00,26.7,,0.7,360,83,993.6,28.3
108,2019.8.13 10:00,28.1,,0.9,140,73,993.6,29.8
108,2019.8.13 11:00,30.1,,1.8,180,62,993.5,34.6
108,2019.8.13 12:00,30,,2,320,71,993.3,32.8
108,2019.8.13 13:00,31.8,,1.9,160,57,993,37.8
108,2019.8.13 14:00,32.4,,1.9,180,60,992.7,35.1
108,2019.8.13 15:00,34.1,,1.4,230,50,992,39.9
108,2019.8.13 16:00,35.2,,1.3,200,47,991.5,40.1
108,2019.8.13 17:00,34.5,,1.5,160,48,991.4,34.6
108,2019.8.13 18:00,33.3,,2.4,270,61,991.5,32.2
108,2019.8.13 19:00,31.7,,2.1,290,71,991.8,29.9
108,2019.8.13 20:00,31,,0.8,340,76,992.2,29.1
108,2019.8.13 21:00,30.3,,1.8,290,77,992.8,28.4
108,2019.8.13 22:00,29.9,,1.4,320,77,992.5,28.2
108,2019.8.13 23:00,27.9,6.4,0.1,0,87,993.4,27.6
108,2019.8.14 0:00,27.7,,1.1,230,85,993.5,27.5
108,2019.8.14 1:00,27.5,,0.9,290,92,993.4,27.3
108,2019.8.14 2:00,27.2,,1,290,94,992.9,26.8
108,2019.8.14 3:00,27,,0.8,290,95,992.9,26.6
108,2019.8.14 4:00,26.8,,0.5,20,93,992.7,26.3
108,2019.8.14 5:00,26.3,,1.2,20,93,992.4,25.9
108,2019.8.14 6:00,25.9,,0.6,50,87,992.5,25.6
108,2019.8.14 7:00,26.2,,1,50,77,992.3,25.8
108,2019.8.14 8:00,27.9,,1.3,90,66,992.2,26.6
108,2019.8.14 9:00,29.6,,1.3,50,59,991.9,28.3
108,2019.8.14 10:00,31.2,,1.3,70,56,991.6,31.9
108,2019.8.14 11:00,32.4,,2.1,110,50,991.3,35.9
108,2019.8.14 12:00,33.5,,1.9,70,50,990.6,39.2
108,2019.8.14 13:00,34.7,,2.3,110,45,990.1,41.6
108,2019.8.14 14:00,35.5,,2.6,110,45,989.6,40.9
108,2019.8.14 15:00,35.3,,1.9,110,44,989.1,39.5
108,2019.8.14 16:00,34.2,,1,90,51,988.6,33.7
108,2019.8.14 17:00,33.5,,1.3,90,54,988.4,31.9
108,2019.8.14 18:00,32.9,,1.9,70,54,988,30.6
108,2019.8.14 19:00,32,,2,70,57,988,29.1
108,2019.8.14 20:00,31.1,,2,90,59,988.4,28.2
108,2019.8.14 21:00,30.1,,1.9,90,60,988.6,27.4
108,2019.8.14 22:00,29.4,,2,90,61,988.6,26.7
108,2019.8.14 23:00,28.9,,2.7,70,61,988.2,26.1
108,2019.8.15 0:00,28.6,,2.3,70,62,987.8,26.1
108,2019.8.15 1:00,28.2,,1.3,90,63,987.2,25.9
108,2019.8.15 2:00,28.2,,1.7,70,62,987.2,25.8
108,2019.8.15 3:00,28,,1.7,70,61,986.9,25.8
108,2019.8.15 4:00,27.7,,1.2,70,64,986.4,25.9
108,2019.8.15 5:00,27.3,,1.8,50,66,985.7,25.5
108,2019.8.15 6:00,26.8,,2.1,50,68,985.6,25.2
108,2019.8.15 7:00,26.7,,1.5,50,68,985.6,25.9
108,2019.8.15 8:00,26.9,,1.3,50,68,985.2,26.3
108,2019.8.15 9:00,26.9,0.1,0.9,50,74,985.2,27.4
108,2019.8.15 10:00,27.2,0.4,0.6,70,78,985,28.6
108,2019.8.15 11:00,26.6,0.5,1.3,50,83,984.8,27.6
108,2019.8.15 12:00,25.6,2.3,0.7,90,93,984.4,26.8
108,2019.8.15 13:00,25.2,5.8,0.7,50,96,984,26.4
108,2019.8.15 14:00,25.7,5.2,1.3,50,95,983.4,27.7
108,2019.8.15 15:00,26,1.1,1.4,50,88,982.9,29.2
108,2019.8.15 16:00,25.9,0,1.4,70,86,982.4,28
108,2019.8.15 17:00,25.4,0.3,1.1,50,88,982.2,27.1
108,2019.8.15 18:00,25.2,0.5,1.4,70,89,981.3,27.3
108,2019.8.15 19:00,25.3,,2,290,88,981.3,26.5
108,2019.8.15 20:00,24.9,,0.9,20,93,981.5,25.8
108,2019.8.15 21:00,24.7,,1.2,340,90,981.8,25.5
108,2019.8.15 22:00,24.3,,0.7,290,89,981.8,25
108,2019.8.15 23:00,24.1,,1.5,270,89,981.8,24.9
108,2019.8.16 0:00,23.9,,1.5,270,93,982,24.6
108,2019.8.16 1:00,23.6,,0.4,0,93,981.9,24.1
108,2019.8.16 2:00,23.3,,1.2,290,94,982,23.8
108,2019.8.16 3:00,23.1,,1.5,270,93,982.3,23.8
108,2019.8.16 4:00,23.1,,1.7,270,94,982.7,24
108,2019.8.16 5:00,23.1,,1.5,270,88,983,24
108,2019.8.16 6:00,23.1,,0.4,0,82,983.5,23.9
108,2019.8.16 7:00,23.4,0,1,230,81,983.9,24.5
108,2019.8.16 8:00,23.5,0.1,0.8,290,85,984.2,25
108,2019.8.16 9:00,24.6,,0.5,110,79,984.3,27.1
108,2019.8.16 10:00,26,,0.6,200,76,984.5,28.3
108,2019.8.16 11:00,26.9,0,2.9,250,74,984.6,28.9
108,2019.8.16 12:00,28,,2.2,250,72,984.5,30.4
108,2019.8.16 13:00,28.7,,3.6,250,67,984.6,33.3
108,2019.8.16 14:00,29.1,,3.4,250,67,984.9,32.5
108,2019.8.16 15:00,29,,4.5,200,64,985.1,33.3
108,2019.8.16 16:00,29.1,,4,230,61,985.3,32.7
108,2019.8.16 17:00,28.3,,4.6,270,67,986.2,29.5
108,2019.8.16 18:00,28.6,,3.6,270,61,986.3,29.1
108,2019.8.16 19:00,27.7,,2.9,270,70,987.2,27.3
108,2019.8.16 20:00,26.5,,2.5,290,67,987.9,25.8
108,2019.8.16 21:00,25.9,,2.6,270,68,988.6,25
108,2019.8.16 22:00,25.6,,2,230,72,988.8,24.6
108,2019.8.16 23:00,25.3,,3.2,230,74,989.3,24.4
108,2019.8.17 0:00,25.1,,3.4,200,77,990,24.4
108,2019.8.17 1:00,25,,2.9,200,80,989.9,24.7
108,2019.8.17 2:00,24.9,,3.5,200,81,990.1,24.6
108,2019.8.17 3:00,24.8,,1.7,230,82,990.1,24.4
108,2019.8.17 4:00,24.7,,1.8,250,80,990.3,24.3
108,2019.8.17 5:00,24.5,,2.6,200,81,990.2,24
108,2019.8.17 6:00,24.4,,2.7,200,82,990.6,23.9
108,2019.8.17 7:00,24.2,,2.5,200,80,990.7,24.1
108,2019.8.17 8:00,24.8,,1.6,250,72,991.2,25.5
108,2019.8.17 9:00,25.5,,2,250,72,991.3,27.3
108,2019.8.17 10:00,26.4,,2.6,270,69,991.1,29.5
108,2019.8.17 11:00,27.4,,2,290,66,991.1,32.5
108,2019.8.17 12:00,27.1,0,2.9,270,72,990.9,30.5
108,2019.8.17 13:00,27.7,,2.4,270,66,990.7,31.1
108,2019.8.17 14:00,28,,2.5,290,66,990.4,29.6
108,2019.8.17 15:00,28.6,,4.1,270,60,990.3,32.6
108,2019.8.17 16:00,28.7,,3.7,270,54,990.4,32.3
108,2019.8.17 17:00,28.8,,3.6,270,52,990.7,30.4
108,2019.8.17 18:00,28.4,,2.9,290,48,990.8,27.4
108,2019.8.17 19:00,27,,3.1,290,60,991.5,24.6
108,2019.8.17 20:00,25.5,,2.5,290,69,992.2,23.5
108,2019.8.17 21:00,25,,2.5,290,67,993.1,23.1
108,2019.8.17 22:00,24.4,,1.9,270,71,993.6,22.7
108,2019.8.17 23:00,23.7,,1.9,270,72,994,21.9
108,2019.8.18 0:00,23.4,,2.3,270,73,994.5,21.6
108,2019.8.18 1:00,23.2,,1.9,270,74,994.7,21.4
108,2019.8.18 2:00,23.1,,1.6,200,75,995,21.7
108,2019.8.18 3:00,22.8,,0.7,250,81,994.8,21.3
108,2019.8.18 4:00,22.7,,0.8,200,81,995,21.7
108,2019.8.18 5:00,22.8,,0.6,180,81,995.3,22
108,2019.8.18 6:00,22.6,,0.7,180,82,995.7,21.7
108,2019.8.18 7:00,22.8,,1.2,200,80,996.5,22.5
108,2019.8.18 8:00,23.5,,1.6,180,76,996.9,24.5
108,2019.8.18 9:00,24.4,,2.1,200,72,997.1,25.5
108,2019.8.18 10:00,26,,1.5,200,60,997.3,31.6
108,2019.8.18 11:00,26.7,,2.2,270,57,997.5,34.1
108,2019.8.18 12:00,27.1,,1.6,250,55,997.4,31.2
108,2019.8.18 13:00,28.3,,1.6,270,48,997.3,35.6
108,2019.8.18 14:00,29.5,,2.2,180,42,997,41
108,2019.8.18 15:00,30.1,,1.3,320,40,996.6,41.6
108,2019.8.18 16:00,30.7,,2.2,270,41,996.5,40.7
108,2019.8.18 17:00,29.2,,2.3,270,49,996.3,32.6
108,2019.8.18 18:00,29,,2.7,270,51,996.3,29.6
108,2019.8.18 19:00,27.3,,2,270,57,996.7,26.4
108,2019.8.18 20:00,26,,2,270,58,997.4,24.6
108,2019.8.18 21:00,25.2,,1.8,290,73,998.2,24
108,2019.8.18 22:00,24.6,,1.6,290,77,998.4,23.4
108,2019.8.18 23:00,24.2,,0.9,340,79,998.5,22.8
108,2019.8.19 0:00,23.6,,0.5,20,78,998.7,22.1
108,2019.8.19 1:00,23.2,,0.7,290,80,998.8,21.8
108,2019.8.19 2:00,22.7,,0.4,0,82,999,21.4
108,2019.8.19 3:00,22.3,,0.6,360,81,999.3,21
108,2019.8.19 4:00,22.1,,0.4,0,80,999.3,20.7
108,2019.8.19 5:00,21.6,,0.7,50,84,999.6,20.4
108,2019.8.19 6:00,21.2,,0.7,70,83,1000,20.3
108,2019.8.19 7:00,21.5,,1.2,20,80,1000.2,21.4
108,2019.8.19 8:00,23.1,,1.2,70,72,1000.3,23.3
108,2019.8.19 9:00,24.8,,1.3,90,64,1000.5,26.7
108,2019.8.19 10:00,26.4,,1.7,50,62,1000.7,29.9
108,2019.8.19 11:00,27.9,,1.2,70,53,1000.6,35.2
108,2019.8.19 12:00,28.8,,1.1,50,51,1000.2,34.9
108,2019.8.19 13:00,29,,1.2,50,43,1000,36.6
108,2019.8.19 14:00,30.7,,1.5,50,43,999.4,44.4
108,2019.8.19 15:00,30.6,,0.7,20,41,999,36.6
108,2019.8.19 16:00,30.8,,1,50,39,998.7,35.2
108,2019.8.19 17:00,30.9,,2.3,340,39,998.8,33.8
108,2019.8.19 18:00,30.4,,1.4,360,44,998.7,30.6
108,2019.8.19 19:00,29.3,,2.3,340,51,999.1,27.9
108,2019.8.19 20:00,27.9,,0.8,50,53,999.2,25.6
108,2019.8.19 21:00,27,,0.9,290,60,999.8,24.4
108,2019.8.19 22:00,26.1,,1,290,62,1000.2,23.8
108,2019.8.19 23:00,25.6,,0.3,0,62,1000.4,23.2
108,2019.8.20 0:00,25,,0.9,70,61,1000.4,22.8
108,2019.8.20 1:00,24.8,,0.7,70,64,1000.6,22.9
108,2019.8.20 2:00,24.5,,1.1,70,69,1000.7,22.5
108,2019.8.20 3:00,24.2,,1.1,70,69,1000.7,22.2
108,2019.8.20 4:00,23.9,,1.2,70,68,1000.8,22.3
108,2019.8.20 5:00,23.6,,0.9,70,70,1000.6,22
108,2019.8.20 6:00,23.2,,1.2,70,72,1000.9,21.6
108,2019.8.20 7:00,23.5,,1,70,70,1001.4,22.4
108,2019.8.20 8:00,24.8,,1.3,70,64,1001,23.8
108,2019.8.20 9:00,26.5,,1.3,90,59,1000.9,27.1
108,2019.8.20 10:00,28.3,,1.2,90,55,1000.9,33.1
108,2019.8.20 11:00,29.7,,1.3,90,52,1001.1,39.6
108,2019.8.20 12:00,30.9,,1.7,90,49,1000.6,44.6
108,2019.8.20 13:00,31.8,,1.1,70,47,1000,48.3
108,2019.8.20 14:00,32.6,,1.6,360,48,999.5,47.6
108,2019.8.20 15:00,32.7,,2.2,140,45,999,45.2
108,2019.8.20 16:00,32.5,,1.4,110,43,998.4,42.9
108,2019.8.20 17:00,32,,2.4,160,43,998.3,36.3
108,2019.8.20 18:00,31.3,,1,140,46,998.4,33.1
108,2019.8.20 19:00,30.3,,1.7,140,48,998.5,29.1
108,2019.8.20 20:00,29.6,,1.8,180,51,998.8,27.2
108,2019.8.20 21:00,28.9,,1.7,140,54,999.1,26.3
108,2019.8.20 22:00,28.4,,1.4,180,55,999.3,25.6
108,2019.8.20 23:00,27.9,,1,160,56,999.1,24.9
108,2019.8.21 0:00,27.5,,1.3,140,56,999.2,24.6
108,2019.8.21 1:00,27.1,,1.8,140,60,999.1,24.6
108,2019.8.21 2:00,26.3,,1.4,110,61,998.9,23.9
108,2019.8.21 3:00,25.7,,0.7,90,58,998.8,23.6
108,2019.8.21 4:00,25.2,,1.5,110,57,998.8,23.1
108,2019.8.21 5:00,24.8,,0.6,70,64,998.8,23.6
108,2019.8.21 6:00,24.5,,0.9,50,70,998.8,23.4
108,2019.8.21 7:00,24.5,,1.2,50,69,999.2,24.3
108,2019.8.21 8:00,25.5,,1.2,110,58,999.3,27.2
108,2019.8.21 9:00,26.8,,1.5,90,57,999.5,31.3
108,2019.8.21 10:00,27.9,,1.1,90,54,999.5,36.2
108,2019.8.21 11:00,29.3,,0.7,20,50,999.4,39.5
108,2019.8.21 12:00,30.4,,1.7,200,53,998.9,42.1
108,2019.8.21 13:00,30,,1.3,320,56,998.2,35.9
108,2019.8.21 14:00,30.1,,2.3,340,55,997.9,37.5
108,2019.8.21 15:00,30.2,,2,270,56,997.7,36.6
108,2019.8.21 16:00,29.8,,2.1,290,56,998,33
108,2019.8.21 17:00,29,0,1.1,360,65,997.9,30.1
108,2019.8.21 18:00,27.4,0.2,3.1,340,73,997.8,26.5
108,2019.8.21 19:00,26.8,0.4,0.8,360,82,998,25.9
108,2019.8.21 20:00,26.3,0.2,0.3,0,80,998.2,25.5
108,2019.8.21 21:00,25.8,0.1,0.9,50,85,998.3,25.2
108,2019.8.21 22:00,25.7,0.4,0.6,290,89,999,25
108,2019.8.21 23:00,25.4,,0.9,360,88,998.4,24.7
108,2019.8.22 0:00,25.1,,0,0,86,998.3,23.7
108,2019.8.22 1:00,24.7,,0.3,0,87,998,23.4
108,2019.8.22 2:00,24.2,,0.4,0,88,997.3,22.7
108,2019.8.22 3:00,23.8,,0.4,0,87,997.2,22.5
108,2019.8.22 4:00,23.4,,0.2,0,90,997,22
108,2019.8.22 5:00,23,,0.2,0,93,996.8,22.2
108,2019.8.22 6:00,23,,0.3,0,86,997,22.8
108,2019.8.22 7:00,23.2,,0.6,20,86,997.2,23.7
108,2019.8.22 8:00,24.1,,1,20,80,997.1,25.2
108,2019.8.22 9:00,26.2,,1.1,70,67,996.7,29.1
108,2019.8.22 10:00,27.4,,0.7,360,50,996.4,31.4
108,2019.8.22 11:00,29.1,,2.2,290,51,996.5,37.5
108,2019.8.22 12:00,29.8,,2.5,290,43,996,43.7
108,2019.8.22 13:00,30.1,,3.5,320,42,995.7,47.4
108,2019.8.22 14:00,31.3,,2.4,270,39,995.6,50.3
108,2019.8.22 15:00,31.3,,3.1,290,41,995.1,48.2
108,2019.8.22 16:00,31.1,,2.7,320,41,995.2,45.7
108,2019.8.22 17:00,30.7,,3.3,290,39,995.4,36.5
108,2019.8.22 18:00,28.7,,3.7,270,60,995.7,31.5
108,2019.8.22 19:00,27.3,,2.9,270,68,995.9,27.8
108,2019.8.22 20:00,26.4,,2.1,290,72,996.8,26.2
108,2019.8.22 21:00,26.2,,1.5,270,76,997.3,26.2
108,2019.8.22 22:00,26.1,,2.3,270,74,997.6,25.7
108,2019.8.22 23:00,26,,2.1,270,74,997.4,25.3
108,2019.8.23 0:00,25.8,,1.6,270,72,997.3,25.2
108,2019.8.23 1:00,25.6,,1.4,290,76,997.3,24.9
108,2019.8.23 2:00,25.2,,1.2,230,77,997.3,24.2
108,2019.8.23 3:00,25.1,,1,270,79,997.2,24.4
108,2019.8.23 4:00,24.6,,1.8,270,82,997.5,23.3
108,2019.8.23 5:00,23.8,,1.1,290,80,997.5,22.3
108,2019.8.23 6:00,22.9,,0.6,50,79,997.9,21.3
108,2019.8.23 7:00,22.9,,0.5,340,74,998.2,23.3
108,2019.8.23 8:00,23.9,,1.1,270,65,998.6,25.5
108,2019.8.23 9:00,25.3,,1.6,320,58,998.8,27.9
108,2019.8.23 10:00,26.9,,2.3,290,49,999,35.2
108,2019.8.23 11:00,28.1,,2.2,340,45,999,42.9
108,2019.8.23 12:00,28.3,,3.1,320,44,998.8,42.6
108,2019.8.23 13:00,29.3,,3,320,31,998.4,52
108,2019.8.23 14:00,30,,2.8,320,32,998.1,53.8
108,2019.8.23 15:00,30.1,,3.4,290,34,997.8,50
108,2019.8.23 16:00,30,,3.5,290,35,997.6,48.7
108,2019.8.23 17:00,29.3,,3.2,270,38,997.8,36.2
108,2019.8.23 18:00,28.4,,3.2,270,51,997.8,32.2
108,2019.8.23 19:00,26.7,,3.4,270,54,998.2,27.3
108,2019.8.23 20:00,25.7,,2.6,270,59,998.5,25.1
108,2019.8.23 21:00,25.5,,2.2,270,65,999.1,24.3
108,2019.8.23 22:00,24.9,,2.3,270,67,999.5,23.5
108,2019.8.23 23:00,24.2,,1.9,270,61,999.6,22.7
108,2019.8.24 0:00,23.7,,2,290,57,999.7,22.2
108,2019.8.24 1:00,23,,0.5,320,57,999.6,21.2
108,2019.8.24 2:00,22.1,,2,270,59,999.7,20.5
108,2019.8.24 3:00,21.8,,0.9,180,58,999.5,20.9
108,2019.8.24 4:00,21.7,,1.6,290,58,999.8,20.9
108,2019.8.24 5:00,21.5,,1.5,270,62,999.8,20.9
108,2019.8.24 6:00,21.5,,0.7,270,61,1000.1,21.3
108,2019.8.24 7:00,21.7,,0.2,0,63,1000.5,22.5
108,2019.8.24 8:00,21.9,,0.5,50,67,1000.7,23.3
108,2019.8.24 9:00,22.3,,0.1,0,60,1001,24.3
108,2019.8.24 10:00,23.1,,0.3,0,63,1001.3,26.4
108,2019.8.24 11:00,24,,0.4,0,60,1001.1,28.6
108,2019.8.24 12:00,25.4,,1.7,200,60,1001.1,33.6
108,2019.8.24 13:00,25.6,,1.5,250,62,1000.5,32
108,2019.8.24 14:00,26.2,,1.8,290,58,1000.2,33.4
108,2019.8.24 15:00,27.2,,2,200,57,999.9,39.3
108,2019.8.24 16:00,26.6,,2.3,200,60,1000,33.2
108,2019.8.24 17:00,26.5,,2.2,270,57,1000.3,30.7
108,2019.8.24 18:00,27.3,,1.9,270,50,1000.2,28.3
108,2019.8.24 19:00,26,,2.9,270,46,1000.5,24.4
108,2019.8.24 20:00,24.9,,1.4,270,62,1001.1,22.9
108,2019.8.24 21:00,24.2,,2.3,270,64,1001.6,22.2
108,2019.8.24 22:00,23.6,,1.9,270,74,1001.8,21.8
108,2019.8.24 23:00,23.2,,1.4,270,74,1001.8,21.2
108,2019.8.25 0:00,22.7,,1.4,50,77,1001.7,20.6
108,2019.8.25 1:00,22.1,,0.1,0,78,1001.5,20
108,2019.8.25 2:00,21.8,,1.3,50,81,1001.5,19.8
108,2019.8.25 3:00,21.2,,0.4,0,82,1001.8,19.6
108,2019.8.25 4:00,20.8,,0.5,50,82,1002,19.1
108,2019.8.25 5:00,20.4,,0.6,50,85,1002.3,19
108,2019.8.25 6:00,20.2,,0.5,50,84,1002.8,19.1
108,2019.8.25 7:00,20.5,,0.9,50,84,1003,20.3
108,2019.8.25 8:00,21.9,,0.9,50,76,1003.3,22.6
108,2019.8.25 9:00,23.7,,1.2,50,69,1003.3,28.8
108,2019.8.25 10:00,25.8,,1.3,110,63,1003.8,36.4
108,2019.8.25 11:00,26.2,,1.3,200,59,1003.7,37.3
108,2019.8.25 12:00,27.9,,1.8,180,51,1003.1,45.5
108,2019.8.25 13:00,27.3,,1.8,270,56,1002.7,33.1
108,2019.8.25 14:00,28.4,,2.4,270,49,1002.4,41.2
108,2019.8.25 15:00,29.9,,3.2,250,48,1002.1,51.9
108,2019.8.25 16:00,29.6,,2.7,290,48,1001.9,44.1
108,2019.8.25 17:00,29.3,,3,290,49,1001.8,36.8
108,2019.8.25 18:00,28.2,,3.2,290,52,1002,31.1
108,2019.8.25 19:00,26.4,,3.2,270,61,1002.2,26.7
108,2019.8.25 20:00,25.4,,2.9,270,64,1002.8,24.5
108,2019.8.25 21:00,24.8,,2.1,290,72,1003.6,23.4
108,2019.8.25 22:00,24.4,,1.2,290,74,1003.6,22.7
108,2019.8.25 23:00,24,,1.1,290,72,1003.6,22
108,2019.8.26 0:00,23.7,,1.2,270,75,1003.6,21.6
108,2019.8.26 1:00,23.4,,0.9,290,78,1003.6,21.4
108,2019.8.26 2:00,23.3,,0.4,0,81,1003.2,21.2
108,2019.8.26 3:00,23.1,,0.8,290,84,1003.6,21.8
108,2019.8.26 4:00,22.9,,0.6,50,85,1003,21.6
108,2019.8.26 5:00,22.2,,0.3,0,83,1003,20.6
108,2019.8.26 6:00,21.7,,0.7,50,85,1003.4,20.3
108,2019.8.26 7:00,21.7,,1.1,50,82,1003.7,21.4
108,2019.8.26 8:00,23.1,,1.6,20,72,1003.8,24.7
108,2019.8.26 9:00,24.5,,0.9,50,72,1003.7,28.2
108,2019.8.26 10:00,26.2,,1.8,110,65,1003.4,34.3
108,2019.8.26 11:00,26.8,,1.2,340,58,1003.2,38.5
108,2019.8.26 12:00,28.1,,1,70,56,1002.2,38.9
108,2019.8.26 13:00,29.5,,1.9,90,44,1001.3,49.5
108,2019.8.26 14:00,30.9,,3.1,180,40,1001.2,54.9
108,2019.8.26 15:00,30.9,,1.3,200,38,1000.6,49.5
108,2019.8.26 16:00,31.4,,2,180,37,1000.1,44.4
108,2019.8.26 17:00,30.9,,1.4,50,37,1000.2,38.1
108,2019.8.26 18:00,30.1,,0.4,0,44,1000.4,32.2
108,2019.8.26 19:00,28.7,,2.3,290,57,1000.2,29.1
108,2019.8.26 20:00,27.8,,2.2,320,62,1001.2,27.3
108,2019.8.26 21:00,27,,1.8,340,65,1001.3,26.3
108,2019.8.26 22:00,26.5,,1.6,340,67,1001.5,25.4
108,2019.8.26 23:00,26.2,,0.4,0,66,1001,24.9
108,2019.8.27 0:00,25.9,,0.5,360,66,1001,24.8
108,2019.8.27 1:00,25.7,,0.5,360,67,1000.7,24.6
108,2019.8.27 2:00,25.2,0.3,0.7,290,81,999.8,23.9
108,2019.8.27 3:00,24.5,0.2,0.8,320,87,999.6,23.5
108,2019.8.27 4:00,24.2,0,0.4,0,85,999.3,23.6
108,2019.8.27 5:00,23.5,15.9,1,250,96,999.4,22.9
108,2019.8.27 6:00,22.4,3,0.3,0,96,999.7,22.6
108,2019.8.27 7:00,22.3,0.6,0.8,50,96,999,23
108,2019.8.27 8:00,22.6,0,1,70,97,999.2,23.7
108,2019.8.27 9:00,23.6,,0.8,90,87,998.8,25.8
108,2019.8.27 10:00,24.7,,0.8,20,75,998.6,27.9
108,2019.8.27 11:00,25.2,,1.1,50,69,998.1,27.8
108,2019.8.27 12:00,26.8,,1,160,53,997.3,31.9
108,2019.8.27 13:00,27.3,,1.4,50,54,996.9,31.2
108,2019.8.27 14:00,27.9,,1.6,180,52,996.5,31.4
108,2019.8.27 15:00,28.5,,0.7,320,49,996,31.4
108,2019.8.27 16:00,28.4,,0.7,360,46,995.7,32.7
108,2019.8.27 17:00,29.2,,1.8,290,51,995.9,31
108,2019.8.27 18:00,28.8,,1.4,270,52,995.8,28.7
108,2019.8.27 19:00,27.6,,0.8,320,58,995.8,26.5
108,2019.8.27 20:00,26.6,,1.1,290,66,996.5,25.7
108,2019.8.27 21:00,25.9,,1.4,320,70,997.3,24.9
108,2019.8.27 22:00,25.5,,1.5,340,72,997.1,24.8
108,2019.8.27 23:00,25.2,,0.5,290,73,997,24.4
108,2019.8.28 0:00,24.8,,2.4,270,75,997.2,24
108,2019.8.28 1:00,24.4,,1.1,250,75,997,23.7
